origin,destination,airlines,distance_miles
DAR,LUN,TK,933
DAR,NBO,KQ,415
DAR,ZNZ,KQ,45
DAY,ATL,DL,433
DAY,CLT,AA,370
DAY,DCA,AA,390
DAY,DEN,UA,1082
DAY,DFW,AA,860
DAY,IAD,UA,367
DAY,LGA,AA,548
DAY,LGA,DL,548
DAY,ORD,AA,240
DAY,ORD,UA,240
DAY,PHL,AA,476
DAY,PIE,G4,833
DAY,SFB,G4,787
DBV,AMS,KL,920
DBV,ATH,A3,438
DBV,ATH,OU,438
DBV,BER,EW,712
DBV,BRU,SN,868
DBV,CDG,AF,876
DBV,CDG,OU,876
DBV,CGN,EW,777
DBV,CPH,SK,936
DBV,DUS,EW,809
DBV,EWR,UA,4515
DBV,FCO,OU,312
DBV,FRA,4Y,693
DBV,FRA,DE,693
DBV,FRA,OU,693
DBV,HAM,EW,854
DBV,HEL,AY,1259
DBV,IST,TK,545
DBV,LGW,BA,1050
DBV,LHR,BA,1071
DBV,MAD,IB,1135
DBV,MUC,LH,508
DBV,MUC,OU,508
DBV,PRG,OU,555
DBV,VIE,OS,392
DBV,WAW,LO,675
DBV,ZAG,OU,245
DBV,ZRH,OU,583
DCA,AGS,AA,468
DCA,AGS,DL,468
DCA,ALB,AA,318
DCA,ATL,AA,547
DCA,ATL,DL,547
DCA,AVL,AA,384
DCA,BDA,AA,825
DCA,BDL,AA,313
DCA,BGR,AA,589
DCA,BHM,AA,653
DCA,BNA,AA,561
DCA,BNA,DL,561
DCA,BOS,AA,398
DCA,BOS,B6,398
DCA,BOS,DL,398
DCA,BTR,AA,985
DCA,BTV,AA,437
DCA,BUF,AA,296
DCA,CAE,AA,408
DCA,CAK,AA,274
DCA,CHA,AA,522
DCA,CHS,AA,444
DCA,CID,AA,799
DCA,CLE,AA,310
DCA,CLT,AA,331
DCA,CMH,AA,322
DCA,CRW,AA,248
DCA,CVG,AA,410
DCA,CVG,DL,410
DCA,DAY,AA,390
DCA,DEN,F9,1472
DCA,DEN,UA,1472
DCA,DFW,AA,1190
DCA,DSM,AA,895
DCA,DTW,AA,405
DCA,DTW,DL,405
DCA,ECP,AA,769
DCA,EWR,UA,198
DCA,EYW,AA,1026
DCA,FLL,AA,901
DCA,FLL,B6,901
DCA,GRR,AA,523
DCA,GSO,AA,248
DCA,GSP,AA,396
DCA,HHH,AA,502
DCA,HPN,AA,233
DCA,HSV,AA,612
DCA,IAH,UA,1206
DCA,ICT,AA,1107
DCA,ILM,AA,320
DCA,IND,AA,498
DCA,JAN,AA,860
DCA,JAX,AA,635
DCA,JFK,AA,213
DCA,JFK,B6,213
DCA,JFK,DL,213
DCA,LAN,AA,479
DCA,LAS,AA,2084
DCA,LAX,AA,2306
DCA,LAX,AS,2306
DCA,LAX,DL,2306
DCA,LEX,DL,413
DCA,LGA,AA,214
DCA,LGA,DL,214
DCA,LIT,AA,886
DCA,MCI,AA,947
DCA,MCO,AA,761
DCA,MCO,B6,761
DCA,MCO,DL,761
DCA,MEM,AA,761
DCA,MHT,AA,406
DCA,MIA,AA,922
DCA,MIA,DL,922
DCA,MKE,AA,633
DCA,MSN,AA,706
DCA,MSN,DL,706
DCA,MSP,AA,929
DCA,MSP,DL,929
DCA,MSY,AA,969
DCA,MYR,AA,373
DCA,NAS,AA,955
DCA,OKC,AA,1155
DCA,OMA,DL,1009
DCA,ORD,AA,611
DCA,ORD,UA,611
DCA,ORF,AA,143
DCA,PBI,AA,859
DCA,PBI,B6,859
DCA,PDX,AS,2345
DCA,PHL,AA,119
DCA,PHX,AA,1975
DCA,PIT,AA,204
DCA,PNS,AA,816
DCA,PVD,AA,356
DCA,PWM,AA,481
DCA,RDU,AA,227
DCA,RDU,DL,227
DCA,ROC,AA,297
DCA,RSW,AA,894
DCA,SAN,AS,2271
DCA,SAT,AA,1379
DCA,SAV,AA,520
DCA,SDF,AA,472
DCA,SEA,AS,2323
DCA,SEA,DL,2323
DCA,SFO,AS,2436
DCA,SFO,UA,2436
DCA,SJU,B6,1558
DCA,SLC,DL,1847
DCA,SRQ,AA,853
DCA,STL,AA,717
DCA,SYR,AA,298
DCA,TPA,AA,815
DCA,TUL,AA,1047
DCA,TVC,AA,599
DCA,TYS,AA,436
DCA,XNA,AA,961
DCA,YHZ,AA,810
DCA,YOW,AC,452
DCA,YUL,AC,487
DCA,YYZ,AA,360
DCA,YYZ,AC,360
DDC,DEN,UA,292
DEB,MUC,LH,459
DEC,ORD,UA,157
DED,BLR,AI,1174
DED,BOM,AI,836
DED,DEL,AI,130
DEL,ADD,ET,2829
DEL,AMD,AI,470
DEL,AMM,RJ,2452
DEL,AMS,AI,3954
DEL,AMS,KL,3954
DEL,ATQ,AI,257
DEL,AUH,EY,1415
DEL,BBI,AI,794
DEL,BDQ,AI,494
DEL,BHJ,AI,588
DEL,BHO,AI,365
DEL,BHX,AI,4225
DEL,BKK,AI,1832
DEL,BKK,TG,1832
DEL,BLR,AI,1063
DEL,BOM,AI,707
DEL,CAI,MS,2736
DEL,CCU,AI,816
DEL,CDG,AF,4079
DEL,CDG,AI,4079
DEL,CJB,AI,1212
DEL,CMB,AI,1489
DEL,CMB,UL,1489
DEL,COK,AI,1273
DEL,CPH,AI,3629
DEL,DAC,AI,886
DEL,DED,AI,130
DEL,DOH,AI,1584
DEL,DOH,QR,1584
DEL,DPS,AI,3618
DEL,DXB,AI,1357
DEL,DXB,EK,1357
DEL,EWR,AI,7310
DEL,EWR,UA,7310
DEL,FCO,AZ,3686
DEL,FRA,AI,3804
DEL,FRA,LH,3804
DEL,GAU,AI,904
DEL,GOI,AI,935
DEL,GOX,AI,910
DEL,HAN,VJ,1864
DEL,HAN,VN,1864
DEL,HEL,AY,3246
DEL,HKG,AI,2328
DEL,HKG,CX,2328
DEL,HKT,AI,1976
DEL,HND,AI,3641
DEL,HND,JL,3641
DEL,HND,NH,3641
DEL,HSR,AI,571
DEL,HYD,AI,788
DEL,IAD,AI,7492
DEL,ICN,AI,2891
DEL,ICN,KE,2891
DEL,IDR,AI,412
DEL,IST,TK,2838
DEL,IXB,AI,699
DEL,IXC,AI,147
DEL,IXL,AI,386
DEL,IXU,AI,611
DEL,IXZ,AI,1544
DEL,JAI,AI,144
DEL,JDH,AI,296
DEL,JED,AI,2411
DEL,JED,SV,2411
DEL,JFK,AA,7304
DEL,JFK,AI,7304
DEL,KTM,AI,507
DEL,KUL,AI,2409
DEL,KUL,MH,2409
DEL,LHR,AC,4183
DEL,LHR,AI,4183
DEL,LHR,BA,4183
DEL,LHR,VS,4183
DEL,LKO,AI,263
DEL,MAA,AI,1094
DEL,MED,SV,2319
DEL,MEL,AI,6332
DEL,MEL,QF,6332
DEL,MLE,AI,1700
DEL,MUC,LH,3666
DEL,MXP,AI,3826
DEL,NAG,AI,531
DEL,NBO,AI,3366
DEL,ORD,AI,7470
DEL,PAT,AI,532
DEL,PNQ,AI,719
DEL,RGN,AI,1453
DEL,RPR,AI,587
DEL,RUH,AI,1887
DEL,RUH,SV,1887
DEL,SFO,AI,7693
DEL,SGN,AI,2269
DEL,SGN,VJ,2269
DEL,SGN,VN,2269
DEL,SIN,AI,2585
DEL,SIN,SQ,2585
DEL,SXR,AI,399
DEL,SYD,AI,6484
DEL,TRV,AI,1388
DEL,UDR,AI,337
DEL,VGA,AI,864
DEL,VIE,AI,3446
DEL,VNS,AI,415
DEL,VTZ,AI,844
DEL,WAW,LO,3270
DEL,YUL,AC,7003
DEL,YVR,AI,6920
DEL,YYZ,AC,7232
DEL,YYZ,AI,7232
DEL,ZRH,AI,3820
DEN,ABE,G4,1535
DEN,ABQ,UA,349
DEN,ACV,UA,1023
DEN,AMA,UA,359
DEN,ANC,AS,2401
DEN,ANC,UA,2401
DEN,ASE,UA,125
DEN,ATL,DL,1197
DEN,ATL,F9,1197
DEN,ATL,UA,1197
DEN,ATW,G4,881
DEN,ATW,UA,881
DEN,AUS,F9,776
DEN,AUS,UA,776
DEN,AVL,G4,1245
DEN,AVL,UA,1245
DEN,BDL,UA,1667
DEN,BFF,UA,150
DEN,BFL,UA,843
DEN,BHM,UA,1081
DEN,BIL,UA,455
DEN,BIS,UA,517
DEN,BNA,F9,1011
DEN,BNA,UA,1011
DEN,BOI,F9,648
DEN,BOI,UA,648
DEN,BOS,B6,1750
DEN,BOS,DL,1750
DEN,BOS,UA,1750
DEN,BTV,UA,1635
DEN,BUF,F9,1356
DEN,BUF,UA,1356
DEN,BUR,F9,849
DEN,BUR,UA,849
DEN,BWI,F9,1487
DEN,BWI,UA,1487
DEN,BZE,UA,1827
DEN,BZN,UA,524
DEN,CDG,AF,4868
DEN,CHS,UA,1447
DEN,CID,F9,691
DEN,CID,UA,691
DEN,CLE,F9,1198
DEN,CLE,UA,1198
DEN,CLT,AA,1335
DEN,CLT,F9,1335
DEN,CLT,UA,1335
DEN,CMH,F9,1151
DEN,CMH,UA,1151
DEN,COD,UA,391
DEN,COS,UA,73
DEN,CPR,UA,230
DEN,CUN,F9,1671
DEN,CUN,UA,1671
DEN,CVG,F9,1067
DEN,CVG,G4,1067
DEN,CVG,UA,1067
DEN,CYS,UA,90
DEN,CZM,UA,1698
DEN,DAY,UA,1082
DEN,DCA,F9,1472
DEN,DCA,UA,1472
DEN,DDC,UA,292
DEN,DFW,AA,641
DEN,DFW,F9,641
DEN,DFW,UA,641
DEN,DIK,UA,489
DEN,DRO,UA,250
DEN,DSM,F9,588
DEN,DSM,UA,588
DEN,DTW,DL,1120
DEN,DTW,F9,1120
DEN,DTW,UA,1120
DEN,DVL,UA,638
DEN,EAR,UA,305
DEN,ECP,UA,1249
DEN,EGE,F9,120
DEN,EGE,UA,120
DEN,ELP,F9,565
DEN,ELP,UA,565
DEN,EUG,UA,994
DEN,EWR,UA,1601
DEN,FAR,F9,627
DEN,FAR,UA,627
DEN,FAT,UA,842
DEN,FCA,UA,752
DEN,FCO,UA,5550
DEN,FLL,UA,1702
DEN,FRA,LH,5026
DEN,FRA,UA,5026
DEN,FSD,F9,483
DEN,FSD,UA,483
DEN,GCC,UA,313
DEN,GDL,AM,1339
DEN,GEG,F9,835
DEN,GEG,UA,835
DEN,GJT,UA,212
DEN,GRB,F9,903
DEN,GRR,F9,1013
DEN,GRR,UA,1013
DEN,GSO,UA,1367
DEN,GSP,UA,1276
DEN,GTF,UA,624
DEN,GUC,UA,152
DEN,HDN,UA,141
DEN,HLN,UA,593
DEN,HNL,UA,3360
DEN,HOB,UA,502
DEN,HOU,F9,883
DEN,HRL,UA,1025
DEN,HSV,UA,1046
DEN,HYS,UA,297
DEN,IAD,UA,1449
DEN,IAH,F9,862
DEN,IAH,UA,862
DEN,ICT,UA,419
DEN,IDA,G4,457
DEN,IDA,UA,457
DEN,ILM,UA,1519
DEN,IND,F9,974
DEN,IND,UA,974
DEN,IST,TK,6115
DEN,JAC,UA,406
DEN,JAX,UA,1445
DEN,JFK,B6,1622
DEN,JFK,DL,1622
DEN,JLN,UA,581
DEN,JMS,UA,573
DEN,KEF,FI,3559
DEN,KOA,UA,3325
DEN,LAR,UA,113
DEN,LAS,F9,627
DEN,LAS,UA,627
DEN,LAX,AA,861
DEN,LAX,DL,861
DEN,LAX,F9,861
DEN,LAX,UA,861
DEN,LBB,UA,456
DEN,LBF,UA,227
DEN,LBL,UA,280
DEN,LEX,UA,1083
DEN,LGA,DL,1616
DEN,LGA,F9,1616
DEN,LGA,UA,1616
DEN,LHR,BA,4658
DEN,LHR,UA,4658
DEN,LIH,UA,3409
DEN,LIR,UA,2337
DEN,LIT,F9,770
DEN,LIT,UA,770
DEN,LNK,UA,422
DEN,MAF,UA,564
DEN,MBJ,UA,2171
DEN,MCI,F9,532
DEN,MCI,UA,532
DEN,MCO,F9,1545
DEN,MCO,UA,1545
DEN,MDW,F9,893
DEN,MEM,F9,871
DEN,MEM,UA,871
DEN,MEX,AM,1450
DEN,MFR,UA,961
DEN,MIA,AA,1708
DEN,MIA,F9,1708
DEN,MIA,UA,1708
DEN,MKE,F9,894
DEN,MKE,UA,894
DEN,MLI,UA,750
DEN,MOT,UA,604
DEN,MRY,UA,957
DEN,MSN,F9,824
DEN,MSN,UA,824
DEN,MSO,F9,678
DEN,MSO,UA,678
DEN,MSP,DL,679
DEN,MSP,F9,679
DEN,MSP,UA,679
DEN,MSY,F9,1061
DEN,MSY,UA,1061
DEN,MTJ,UA,196
DEN,MTY,AM,1008
DEN,MUC,LH,5212
DEN,MUC,UA,5212
DEN,MYR,UA,1482
DEN,NAS,UA,1876
DEN,NRT,UA,5774
DEN,OGG,UA,3298
DEN,OKC,F9,495
DEN,OKC,UA,495
DEN,OMA,F9,471
DEN,OMA,UA,471
DEN,ONT,F9,817
DEN,ONT,UA,817
DEN,ORD,AA,886
DEN,ORD,F9,886
DEN,ORD,UA,886
DEN,ORF,UA,1549
DEN,OTH,UA,1037
DEN,PAE,F9,1035
DEN,PBI,UA,1678
DEN,PDX,AS,989
DEN,PDX,F9,989
DEN,PDX,UA,989
DEN,PHL,AA,1554
DEN,PHL,F9,1554
DEN,PHL,UA,1554
DEN,PHX,AA,602
DEN,PHX,F9,602
DEN,PHX,UA,602
DEN,PIA,G4,791
DEN,PIA,UA,791
DEN,PIT,F9,1287
DEN,PIT,UA,1287
DEN,PNS,F9,1178
DEN,PNS,UA,1178
DEN,PRC,UA,557
DEN,PSC,UA,851
DEN,PSP,F9,775
DEN,PSP,UA,775
DEN,PTY,CM,2636
DEN,PVD,MX,1733
DEN,PVR,F9,1326
DEN,PVR,UA,1326
DEN,PWM,UA,1778
DEN,RAP,UA,301
DEN,RDD,UA,930
DEN,RDM,UA,896
DEN,RDU,F9,1433
DEN,RDU,UA,1433
DEN,RIC,UA,1478
DEN,RIW,UA,296
DEN,RKS,UA,259
DEN,RNO,F9,802
DEN,RNO,UA,802
DEN,RSW,UA,1606
DEN,RTB,UA,1958
DEN,SAF,UA,303
DEN,SAN,F9,852
DEN,SAN,UA,852
DEN,SAT,F9,795
DEN,SAT,UA,795
DEN,SAV,UA,1411
DEN,SBA,UA,914
DEN,SBP,UA,930
DEN,SDF,UA,1021
DEN,SEA,AS,1022
DEN,SEA,DL,1022
DEN,SEA,F9,1022
DEN,SEA,UA,1022
DEN,SFO,F9,965
DEN,SFO,UA,965
DEN,SGF,UA,635
DEN,SGU,UA,516
DEN,SHR,UA,359
DEN,SHV,UA,792
DEN,SJC,F9,946
DEN,SJC,UA,946
DEN,SJD,F9,1191
DEN,SJD,UA,1191
DEN,SJO,UA,2416
DEN,SJU,UA,2731
DEN,SLC,DL,390
DEN,SLC,F9,390
DEN,SLC,UA,390
DEN,SLN,UA,382
DEN,SMF,F9,907
DEN,SMF,UA,907
DEN,SNA,F9,845
DEN,SNA,UA,845
DEN,SRQ,UA,1530
DEN,STL,F9,768
DEN,STL,UA,768
DEN,SUN,UA,556
DEN,SUX,UA,466
DEN,SYR,UA,1488
DEN,TPA,F9,1505
DEN,TPA,UA,1505
DEN,TUL,UA,541
DEN,TUS,F9,639
DEN,TUS,UA,639
DEN,TVC,UA,1029
DEN,TYS,F9,1160
DEN,TYS,G4,1160
DEN,TYS,UA,1160
DEN,XNA,F9,615
DEN,XNA,UA,615
DEN,XWA,UA,582
DEN,YEG,UA,1019
DEN,YQR,UA,731
DEN,YUL,AC,1608
DEN,YVR,AC,1112
DEN,YVR,UA,1112
DEN,YWG,UA,783
DEN,YYC,UA,898
DEN,YYZ,AC,1312
DEN,YYZ,UA,1312
DEN,ZRH,WK,5146
DFW,ABQ,AA,568
DFW,ACA,AA,1128
DFW,ACT,AA,90
DFW,AGS,AA,872
DFW,AGU,AA,838
DFW,AKL,AA,7448
DFW,ALB,AA,1433
DFW,AMA,AA,312
DFW,AMS,AA,4909
DFW,ANC,AA,3038
DFW,ASE,AA,701
DFW,ATL,AA,730
DFW,ATL,DL,730
DFW,ATL,F9,730
DFW,ATL,NK,730
DFW,ATW,AA,909
DFW,AUA,AA,2213
DFW,AUS,AA,190
DFW,AVL,AA,846
DFW,BCN,AA,5183
DFW,BDL,AA,1468
DFW,BFL,AA,1268
DFW,BHM,AA,596
DFW,BIL,AA,1081
DFW,BIS,AA,979
DFW,BJX,AA,866
DFW,BNA,AA,630
DFW,BNE,AA,8304
DFW,BOG,AA,2444
DFW,BOG,AV,2444
DFW,BOI,AA,1271
DFW,BOS,AA,1559
DFW,BOS,B6,1559
DFW,BOS,DL,1559
DFW,BOS,F9,1559
DFW,BOS,NK,1559
DFW,BRO,AA,484
DFW,BTR,AA,383
DFW,BUF,AA,1211
DFW,BUR,AA,1229
DFW,BWI,AA,1215
DFW,BWI,F9,1215
DFW,BWI,NK,1215
DFW,BZE,AA,1192
DFW,BZN,AA,1163
DFW,CAE,AA,920
DFW,CDG,AA,4936
DFW,CDG,AF,4936
DFW,CHA,AA,694
DFW,CHS,AA,985
DFW,CID,AA,686
DFW,CLE,AA,1020
DFW,CLE,F9,1020
DFW,CLL,AA,164
DFW,CLT,AA,934
DFW,CLT,F9,934
DFW,CLT,NK,934
DFW,CMH,AA,925
DFW,COS,AA,592
DFW,CRP,AA,355
DFW,CUN,AA,1030
DFW,CUN,F9,1030
DFW,CUN,NK,1030
DFW,CVG,AA,811
DFW,CVG,F9,811
DFW,CZM,AA,1057
DFW,DAY,AA,860
DFW,DCA,AA,1190
DFW,DEN,AA,641
DFW,DEN,F9,641
DFW,DEN,UA,641
DFW,DOH,QR,7919
DFW,DRO,AA,673
DFW,DSM,AA,625
DFW,DTW,AA,986
DFW,DTW,DL,986
DFW,DTW,F9,986
DFW,DTW,NK,986
DFW,DUB,AA,4461
DFW,DXB,EK,8028
DFW,ECP,AA,684
DFW,EGE,AA,720
DFW,EGE,F9,720
DFW,ELP,AA,551
DFW,EUG,AA,1604
DFW,EWR,AA,1370
DFW,EWR,NK,1370
DFW,EWR,UA,1370
DFW,EYW,AA,1089
DFW,EZE,AA,5303
DFW,FAR,AA,969
DFW,FAT,AA,1311
DFW,FCA,AA,1390
DFW,FCO,AA,5601
DFW,FLL,AA,1118
DFW,FLL,NK,1118
DFW,FRA,AA,5131
DFW,FRA,LH,5131
DFW,FSD,AA,738
DFW,FWA,AA,859
DFW,GCM,AA,1350
DFW,GDL,AA,938
DFW,GEG,AA,1476
DFW,GIG,AA,5231
DFW,GJT,AA,772
DFW,GNV,AA,899
DFW,GPT,AA,499
DFW,GRR,AA,931
DFW,GRU,AA,5122
DFW,GSO,AA,997
DFW,GSP,AA,860
DFW,GUA,AA,1330
DFW,GUC,AA,677
DFW,HDN,AA,769
DFW,HEL,AY,5212
DFW,HKG,CX,8111
DFW,HND,AA,6449
DFW,HND,JL,6449
DFW,HNL,AA,3778
DFW,HOU,AA,247
DFW,HRL,AA,462
DFW,HSV,AA,601
DFW,HUX,AA,1184
DFW,IAD,AA,1170
DFW,IAD,F9,1170
DFW,IAD,UA,1170
DFW,IAH,AA,225
DFW,IAH,UA,225
DFW,ICN,AA,6827
DFW,ICN,KE,6827
DFW,ICT,AA,329
DFW,IDA,AA,1094
DFW,ILM,AA,1104
DFW,IND,AA,761
DFW,IND,F9,761
DFW,IND,NK,761
DFW,IST,TK,6261
DFW,JAC,AA,1046
DFW,JAN,AA,407
DFW,JAX,AA,917
DFW,JAX,F9,917
DFW,JFK,AA,1389
DFW,JFK,DL,1389
DFW,JFK,F9,1389
DFW,KOA,AA,3718
DFW,LAS,AA,1053
DFW,LAS,F9,1053
DFW,LAS,NK,1053
DFW,LAX,AA,1232
DFW,LAX,DL,1232
DFW,LAX,F9,1232
DFW,LAX,NK,1232
DFW,LBB,AA,281
DFW,LCH,AA,295
DFW,LEX,AA,784
DFW,LFT,AA,351
DFW,LGA,AA,1387
DFW,LGA,DL,1387
DFW,LGA,F9,1387
DFW,LGA,NK,1387
DFW,LHR,AA,4739
DFW,LHR,BA,4739
DFW,LIR,AA,1705
DFW,LIT,AA,304
DFW,LRD,AA,397
DFW,MAD,AA,4954
DFW,MAD,IB,4954
DFW,MAF,AA,308
DFW,MBJ,AA,1546
DFW,MCI,AA,461
DFW,MCO,AA,983
DFW,MCO,F9,983
DFW,MCO,NK,983
DFW,MDT,AA,1229
DFW,MDW,F9,797
DFW,MEL,QF,8995
DFW,MEM,AA,431
DFW,MEX,AA,938
DFW,MEX,AM,938
DFW,MFE,AA,470
DFW,MHK,AA,432
DFW,MIA,AA,1120
DFW,MIA,F9,1120
DFW,MIA,NK,1120
DFW,MID,AA,942
DFW,MKE,AA,854
DFW,MLI,AA,691
DFW,MLM,AA,934
DFW,MOB,AA,538
DFW,MRY,AA,1427
DFW,MSN,AA,822
DFW,MSO,AA,1319
DFW,MSP,AA,853
DFW,MSP,DL,853
DFW,MSP,F9,853
DFW,MSY,AA,447
DFW,MSY,NK,447
DFW,MTJ,AA,721
DFW,MTY,AA,525
DFW,MYR,AA,1046
DFW,NAN,FJ,6628
DFW,NAS,AA,1299
DFW,NRT,AA,6414
DFW,OAX,AA,1099
DFW,OGG,AA,3705
DFW,OKC,AA,175
DFW,OMA,AA,584
DFW,ONT,AA,1186
DFW,ONT,F9,1186
DFW,ORD,AA,802
DFW,ORD,F9,802
DFW,ORD,NK,802
DFW,ORD,UA,802
DFW,ORF,AA,1210
DFW,ORF,F9,1210
DFW,PBI,AA,1101
DFW,PDX,AA,1614
DFW,PDX,AS,1614
DFW,PHL,AA,1300
DFW,PHL,F9,1300
DFW,PHX,AA,866
DFW,PHX,F9,866
DFW,PHX,NK,866
DFW,PIA,AA,673
DFW,PIT,AA,1066
DFW,PLS,AA,1698
DFW,PNS,AA,603
DFW,PNS,NK,603
DFW,PSP,AA,1124
DFW,PUJ,AA,2031
DFW,PVG,AA,7337
DFW,PVR,AA,984
DFW,PWM,AA,1619
DFW,QRO,AA,870
DFW,RAP,AA,836
DFW,RDM,AA,1512
DFW,RDU,AA,1059
DFW,RDU,F9,1059
DFW,RDU,NK,1059
DFW,RIC,AA,1155
DFW,RNO,AA,1342
DFW,ROW,AA,434
DFW,RSW,AA,1016
DFW,RTB,AA,1320
DFW,SAF,AA,550
DFW,SAL,AA,1435
DFW,SAL,AV,1435
DFW,SAN,AA,1168
DFW,SAN,F9,1168
DFW,SAT,AA,247
DFW,SAV,AA,923
DFW,SBA,AA,1313
DFW,SBN,AA,846
DFW,SBP,AA,1357
DFW,SCL,AA,4888
DFW,SDF,AA,732
DFW,SDF,NK,732
DFW,SEA,AA,1658
DFW,SEA,AS,1658
DFW,SEA,DL,1658
DFW,SEA,F9,1658
DFW,SFO,AA,1461
DFW,SFO,F9,1461
DFW,SFO,UA,1461
DFW,SGF,AA,364
DFW,SGU,AA,974
DFW,SHV,AA,189
DFW,SJC,AA,1436
DFW,SJC,NK,1436
DFW,SJD,AA,1024
DFW,SJO,AA,1781
DFW,SJU,AA,2164
DFW,SJU,NK,2164
DFW,SLC,AA,988
DFW,SLC,DL,988
DFW,SLC,F9,988
DFW,SLP,AA,773
DFW,SMF,AA,1428
DFW,SNA,AA,1202
DFW,SRQ,AA,944
DFW,STL,AA,550
DFW,STL,F9,550
DFW,STS,AA,1492
DFW,STT,AA,2224
DFW,SWO,AA,225
DFW,SYD,QF,8580
DFW,SYR,AA,1335
DFW,TAM,AA,734
DFW,TPA,AA,928
DFW,TPA,F9,928
DFW,TPA,NK,928
DFW,TQO,AA,1052
DFW,TUL,AA,237
DFW,TUS,AA,811
DFW,TVC,AA,1023
DFW,TYS,AA,770
DFW,VCE,AA,5453
DFW,VER,AA,952
DFW,XNA,AA,281
DFW,XPL,AA,1410
DFW,YQB,AA,1653
DFW,YUL,AA,1511
DFW,YUL,AC,1511
DFW,YUM,AA,1020
DFW,YVR,AA,1752
DFW,YYC,AA,1523
DFW,YYZ,AA,1199
DFW,YYZ,AC,1199
DFW,ZIH,AA,1092
DFW,ZLO,AA,1058
DIB,IMF,AI,201
DIB,IXB,AI,415
DIK,DEN,UA,489
DLA,ABJ,KQ,944
DLA,ADD,ET,2025
DLA,CAI,MS,2293
DLA,CDG,AF,3138
DLA,CMN,AT,2315
DLA,IST,TK,2831
DLA,NBO,KQ,1914
DLA,NSI,AT,128
DLA,NSI,SN,128
DLA,NSI,TK,128
DLA,SSG,ET,72
DLC,CAN,CZ,1180
DLC,CGO,CZ,525
DLC,CGO,MF,525
DLC,CKG,CZ,1061
DLC,CSX,CZ,884
DLC,CTU,CA,1151
DLC,FUK,CA,620
DLC,HGH,CA,607
DLC,HGH,CZ,607
DLC,HGH,HO,607
DLC,HGH,MF,607
DLC,HIJ,CA,703
DLC,HKG,CA,1236
DLC,HND,JL,1029
DLC,ICN,CZ,286
DLC,ICN,KE,286
DLC,ICN,OZ,286
DLC,KIX,CZ,820
DLC,KMG,MU,1446
DLC,NGO,CZ,889
DLC,NKG,CZ,521
DLC,NKG,HO,521
DLC,NKG,MF,521
DLC,NKG,MU,521
DLC,NRT,CA,1056
DLC,NRT,CZ,1056
DLC,NRT,NH,1056
DLC,PEK,CA,275
DLC,PKX,CA,277
DLC,PKX,CZ,277
DLC,PVG,CA,541
DLC,PVG,CZ,541
DLC,PVG,HO,541
DLC,PVG,MU,541
DLC,SDJ,CA,1047
DLC,SHA,MU,537
DLC,SZX,CZ,1217
DLC,SZX,ZH,1217
DLC,TAO,CZ,196
DLC,TAO,MU,196
DLC,TFU,CA,1138
DLC,TFU,CZ,1138
DLC,TNA,CA,277
DLC,TNA,MF,277
DLC,TNA,MU,277
DLC,TOY,CZ,868
DLC,TSN,CA,225
DLC,TSN,CZ,225
DLC,XIY,CZ,773
DLC,XIY,MU,773
DLC,XMN,CZ,1016
DLC,YNJ,CZ,493
DLC,YNT,MU,95
DLC,YNZ,CZ,390
DLH,MSP,DL,144
DLH,ORD,UA,397
DME,ADD,ET,3208
DME,AMM,RJ,1639
DME,CAI,MS,1776
DME,DXB,EK,2263
DME,HRG,MS,1961
DME,SSH,MS,1903
DMM,ADD,ET,1407
DMM,AMM,RJ,908
DMM,AMS,KL,2923
DMM,AUH,EY,334
DMM,BEY,ME,993
DMM,BOM,AI,1553
DMM,CAI,MS,1146
DMM,CMB,UL,2383
DMM,DOH,QR,140
DMM,DXB,EK,356
DMM,HBE,MS,1254
DMM,IST,TK,1575
DMM,JED,SV,748
DMM,PKX,SV,3876
DMM,RUH,LH,219
DMM,RUH,SV,219
DOH,ABJ,QR,3919
DOH,ABV,QR,3118
DOH,ACC,QR,3678
DOH,ADD,ET,1406
DOH,ADD,QR,1406
DOH,ADL,QR,7035
DOH,AGP,QR,3368
DOH,AKL,QR,9031
DOH,ALA,QR,1901
DOH,ALG,QR,2941
DOH,AMD,QR,1333
DOH,AMM,QR,1046
DOH,AMM,RJ,1046
DOH,AMS,QR,3059
DOH,ARN,QR,2869
DOH,ATH,QR,1838
DOH,ATL,QR,7447
DOH,ATQ,QR,1473
DOH,AUH,EY,199
DOH,AUH,QR,199
DOH,BAH,QR,92
DOH,BCN,QR,3021
DOH,BEG,QR,2204
DOH,BER,QR,2723
DOH,BEY,ME,1133
DOH,BEY,QR,1133
DOH,BGW,QR,708
DOH,BHX,QR,3326
DOH,BKK,QR,3281
DOH,BLR,QR,1891
DOH,BNE,QR,7662
DOH,BNE,VA,7662
DOH,BOM,AI,1424
DOH,BOM,QR,1424
DOH,BOS,QR,6506
DOH,BRU,QR,3040
DOH,BSR,QR,437
DOH,BUD,QR,2334
DOH,CAI,MS,1279
DOH,CAI,QR,1279
DOH,CAN,CZ,3851
DOH,CAN,QR,3851
DOH,CCJ,QR,1867
DOH,CCU,QR,2326
DOH,CDG,QR,3088
DOH,CEB,QR,4820
DOH,CGK,GA,4283
DOH,CGK,QR,4283
DOH,CKG,QR,3356
DOH,CMB,QR,2245
DOH,CMB,UL,2245
DOH,CMN,AT,3563
DOH,CMN,QR,3563
